time,latitude,longitude,depth,mag,place,humans,humanRange,money,moneyRange
2014-01-05 14:41:30,3.1782,128.346,55.24,5.1,"164km NNE of Tobelo, Indonesia",0,"None",0,"less than $100K"
2014-01-06 01:25:07,-20.5523,172.6087,15.51,5.4,"212km NNE of Ile Hunter, New Caledonia",2,"10-100 people",1,"more than $100.000"
2014-01-06 03:59:02,-20.774,-70.652,26.6,5.1,"81km SW of Iquique, Chile",0,"None",0,"less than $100K"
2014-01-06 18:49:40,25.4328,122.7666,235.33,5.1,"108km ENE of Keelung, Taiwan",1,"1-10 people",1,"more than $100.000"
2014-01-07 03:43:23,-20.989,-69.729,97.3,5.3,"95km SSE of Iquique, Chile",0,"None",0,"less than $100K"
2014-01-07 06:07:56,54.8112,-160.0837,39.82,5.2,"33km W of Chernabura Island, Alaska",0,"None",1,"more than $100.000"
2014-01-07 07:03:27,-59.5494,-26.2237,104.84,5.0,"59km SSE of Bristol Island, South Sandwich Islands",3,"100-1000 people",0,"less than $100K"
2014-01-07 16:52:31,-21.91,-176.6189,160.46,5.1,"166km WSW of Vaini, Tonga",0,"None",3,"more than $100.000.000"
2014-01-08 04:22:10,-20.7495,-70.633,20.0,5.7,"77km SW of Iquique, Chile",2,"10-100 people",0,"less than $100K"
2014-01-08 18:15:12,24.6067,123.4537,77.14,5.3,"48km ENE of Yonakuni, Japan",2,"10-100 people",0,"less than $100K"
2014-01-09 04:31:54,42.0428,142.6886,64.22,5.0,"41km SE of Shizunai, Japan",0,"None",0,"less than $100K"
2014-01-09 06:39:33,-11.5917,166.5235,58.01,5.8,"122km SE of Lata, Solomon Islands",2,"10-100 people",3,"more than $100.000.000"
2014-01-09 07:15:57,-3.1737,134.4529,10.0,5.0,"116km W of Nabire, Indonesia",0,"None",0,"less than $100K"
2014-01-09 08:31:29,26.75,53.95,15.0,5.0,"22km NNW of Kish, Iran",1,"1-10 people",1,"more than $100.000"
2014-01-09 12:50:18,2.9737,-75.8432,26.17,5.0,"21km W of Santa Maria, Colombia",1,"1-10 people",0,"less than $100K"
2014-01-09 16:16:51,-6.9559,105.4281,42.78,5.0,"27km SW of Tugu Hilir, Indonesia",2,"10-100 people",3,"more than $100.000.000"
2014-01-09 18:38:28,-20.452,172.4883,14.9,5.4,"220km NNE of Ile Hunter, New Caledonia",0,"None",2,"more than $1.000.000"
2014-01-09 20:57:43,23.1818,-80.7278,10.0,5.0,"26km NNW of Corralillo, Cuba",2,"10-100 people",2,"more than $1.000.000"
2014-01-10 02:22:55,-31.3131,-179.5728,211.0,5.6,"65km WNW of L'Esperance Rock, New Zealand",2,"10-100 people",2,"more than $1.000.000"
2014-01-11 04:12:56,37.827,20.95,0.0,5.0,"6km NE of Zakynthos, Greece",1,"1-10 people",0,"less than $100K"
2014-01-11 12:51:44,-16.841,167.4812,10.0,5.0,"80km S of Lakatoro, Vanuatu",1,"1-10 people",1,"more than $100.000"
2014-01-11 13:10:51,14.6437,-92.0592,78.0,5.5,"8km SSW of Pajapita, Guatemala",1,"1-10 people",2,"more than $1.000.000"
2014-01-11 18:35:46,25.489,126.3187,41.63,5.0,"129km NE of Hirara, Japan",0,"None",2,"more than $1.000.000"
2014-01-12 13:07:50,5.7885,125.5897,136.39,5.0,"12km NE of Kalbay, Philippines",2,"10-100 people",0,"less than $100K"
2014-01-13 04:01:03,19.0428,-66.8096,20.0,6.4,"61km N of Hatillo, Puerto Rico",0,"None",2,"more than $1.000.000"
2014-01-14 13:55:02,40.2807,52.8771,49.03,5.2,"29km NNW of Turkmenbasy, Turkmenistan",0,"None",0,"less than $100K"
2014-01-14 14:59:35,-16.4083,-173.2796,10.0,5.3,"71km SE of Hihifo, Tonga",1,"1-10 people",2,"more than $1.000.000"
2014-01-14 15:41:08,36.5504,71.5185,107.24,5.1,"14km S of Ashkasham, Afghanistan",0,"None",1,"more than $100.000"
2014-01-14 17:23:49,-32.1931,-177.8133,9.14,5.0,"133km SE of L'Esperance Rock, New Zealand",0,"None",0,"less than $100K"
2014-01-15 08:38:08,-31.1362,-68.1214,104.66,5.2,"47km NNE of San Martin, Argentina",1,"1-10 people",0,"less than $100K"
2014-01-16 01:12:17,40.1151,142.8184,51.83,5.1,"91km NE of Miyako, Japan",0,"None",1,"more than $100.000"
2014-01-16 03:41:46,-11.9288,166.629,150.35,5.0,"159km SSE of Lata, Solomon Islands",3,"100-1000 people",0,"less than $100K"
2014-01-16 04:48:54,1.3917,126.4751,44.89,5.0,"119km NW of Kota Ternate, Indonesia",3,"100-1000 people",2,"more than $1.000.000"
2014-01-16 07:33:09,51.1701,-179.2252,27.0,5.5,"13km SW of Amatignak Island, Alaska",0,"None",1,"more than $100.000"
2014-01-16 07:45:37,51.114,-179.118,25.2,5.0,"16km S of Amatignak Island, Alaska",0,"None",2,"more than $1.000.000"
2014-01-16 20:02:45,-54.0729,6.9359,10.0,5.2,"236km E of Bouvet Island, Bouvet Island",1,"1-10 people",0,"less than $100K"
2014-01-16 21:38:00,-53.9902,6.9807,10.0,5.2,"241km E of Bouvet Island, Bouvet Island",0,"None",2,"more than $1.000.000"
2014-01-16 22:56:08,27.9718,129.4503,42.38,5.0,"43km S of Naze, Japan",0,"None",1,"more than $100.000"
2014-01-17 21:02:41,9.511,-84.857,18.94,5.2,"27km WSW of Jaco, Costa Rica",0,"None",0,"less than $100K"
2014-01-18 05:00:42,28.9022,142.3492,14.0,5.3,"201km N of Chichi-shima, Japan",2,"10-100 people",2,"more than $1.000.000"
2014-01-19 15:54:38,-5.9276,149.4088,76.06,5.1,"35km NNW of Kandrian, Papua New Guinea",0,"None",2,"more than $1.000.000"
2014-01-19 15:58:01,-2.4774,139.9047,51.67,5.1,"77km WNW of Abepura, Indonesia",0,"None",0,"less than $100K"
2014-01-20 02:52:44,-40.6595,175.8144,28.0,6.1,"35km NNE of Masterton, New Zealand",4,"1000-10000 people",2,"more than $1.000.000"
2014-01-20 15:33:13,9.0142,138.2293,22.36,5.2,"56km S of Yap, Micronesia",2,"10-100 people",0,"less than $100K"
2014-01-21 01:29:07,-15.1443,-174.6812,6.12,6.1,"133km NW of Hihifo, Tonga",0,"None",3,"more than $100.000.000"
2014-01-21 10:50:01,49.1629,156.063,43.85,5.2,"168km S of Severo-Kuril'sk, Russia",0,"None",2,"more than $1.000.000"
2014-01-21 20:47:11,-20.0258,-173.361,10.0,5.1,"106km ESE of Pangai, Tonga",0,"None",3,"more than $100.000.000"
2014-01-22 03:41:29,-15.1091,-174.6902,11.34,5.5,"137km NW of Hihifo, Tonga",0,"None",0,"less than $100K"
2014-01-22 10:20:30,-20.4871,172.5205,10.03,5.6,"217km NNE of Ile Hunter, New Caledonia",3,"100-1000 people",2,"more than $1.000.000"
2014-01-23 00:52:15,-7.1045,120.3147,579.0,5.5,"130km N of Lanos, Indonesia",0,"None",0,"less than $100K"
2014-01-23 02:36:34,-7.7702,129.2931,78.63,5.1,"224km W of Saumlaki, Indonesia",0,"None",0,"less than $100K"
2014-01-23 04:59:49,13.3556,146.1336,7.0,5.8,"133km SE of Rota, Northern Mariana Islands",2,"10-100 people",0,"less than $100K"
2014-01-23 05:23:59,13.3936,146.1758,10.0,5.7,"134km SE of Rota, Northern Mariana Islands",0,"None",1,"more than $100.000"
2014-01-23 19:54:59,18.0694,119.8555,13.46,5.0,"64km WNW of Pagsanahan Norte, Philippines",1,"1-10 people",0,"less than $100K"
2014-01-24 14:31:24,-6.63,130.5877,60.27,5.3,"166km NNW of Saumlaki, Indonesia",3,"100-1000 people",1,"more than $100.000"
2014-01-24 18:06:34,-21.3381,-173.9546,3.16,5.0,"103km E of `Ohonua, Tonga",0,"None",0,"less than $100K"
2014-01-25 05:14:18,-7.9855,109.2653,66.0,6.1,"38km SSE of Adipala, Indonesia",2,"10-100 people",2,"more than $1.000.000"
2014-01-25 05:25:16,-8.0009,109.3003,84.51,5.2,"41km S of Kroya, Indonesia",0,"None",0,"less than $100K"
2014-01-25 17:00:05,-7.9208,155.9171,8.6,5.4,"103km W of Gizo, Solomon Islands",0,"None",0,"less than $100K"
2014-01-26 03:25:30,-10.936,163.9135,30.8,5.2,"211km W of Lata, Solomon Islands",2,"10-100 people",0,"less than $100K"
2014-01-26 05:10:27,-3.8506,-80.8578,11.0,5.3,"27km SW of Zorritos, Peru",0,"None",0,"less than $100K"
2014-01-26 05:22:02,-17.178,168.3616,35.39,5.0,"61km N of Port-Vila, Vanuatu",0,"None",3,"more than $100.000.000"
2014-01-26 10:39:32,-15.1307,-173.5126,10.0,5.2,"94km NNE of Hihifo, Tonga",0,"None",0,"less than $100K"
2014-01-26 12:38:37,23.0007,95.9078,12.43,5.2,"52km NNE of Shwebo, Burma",0,"None",0,"less than $100K"
2014-01-26 13:55:42,38.2082,20.4528,8.0,6.1,"1km ENE of Lixourion, Greece",4,"1000-10000 people",2,"more than $1.000.000"
2014-01-26 13:57:19,38.2889,20.5649,10.0,5.6,"8km WNW of Sami, Greece",0,"None",2,"more than $1.000.000"
2014-01-26 17:57:47,13.5132,121.8534,45.48,5.1,"2km SW of Balanacan, Philippines",1,"1-10 people",2,"more than $1.000.000"
2014-01-26 18:45:07,38.2385,20.4178,21.7,5.4,"4km NNW of Lixourion, Greece",0,"None",1,"more than $100.000"
2014-01-26 19:54:58,-4.7178,134.0333,12.77,5.0,"117km N of Dobo, Indonesia",0,"None",2,"more than $1.000.000"
2014-01-27 02:36:35,-4.3923,153.0963,39.93,5.1,"10km NE of Taron, Papua New Guinea",0,"None",0,"less than $100K"
2014-01-27 16:14:00,-8.0452,109.2927,87.85,5.0,"45km S of Kroya, Indonesia",0,"None",1,"more than $100.000"
2014-01-27 16:31:09,-11.8278,165.2389,14.14,5.3,"138km SSW of Lata, Solomon Islands",0,"None",0,"less than $100K"
2014-01-27 16:42:37,-19.2592,-63.9189,600.21,5.6,"40km E of Padilla, Bolivia",3,"100-1000 people",1,"more than $100.000"
2014-01-28 11:49:11,26.8972,127.0755,99.81,5.1,"90km NW of Ishikawa, Japan",0,"None",0,"less than $100K"
2014-01-29 00:32:28,-9.5949,161.2282,41.0,5.6,"108km SSE of Auki, Solomon Islands",0,"None",0,"less than $100K"
2014-01-29 10:01:50,-18.5087,-69.3735,120.03,5.6,"39km SSE of Putre, Chile",1,"1-10 people",1,"more than $100.000"
2014-01-29 13:46:50,23.8428,93.9581,59.11,5.1,"52km WNW of Mawlaik, Burma",3,"100-1000 people",0,"less than $100K"
2014-01-29 18:26:48,-22.251,-69.01,92.7,5.0,"25km NNW of Calama, Chile",1,"1-10 people",2,"more than $1.000.000"
2014-01-31 16:39:06,54.6664,159.5622,169.22,5.1,"151km SSE of Esso, Russia",0,"None",3,"more than $100.000.000"
2014-02-01 00:00:49,51.0744,-178.0626,11.0,5.0,"76km ESE of Amatignak Island, Alaska",0,"None",1,"more than $100.000"
2014-02-01 03:58:43,-56.8269,-27.3391,129.97,6.1,"16km SSW of Visokoi Island, ",1,"1-10 people",3,"more than $100.000.000"
2014-02-01 20:00:01,-11.4671,166.2799,45.95,5.7,"96km SSE of Lata, Solomon Islands",1,"1-10 people",2,"more than $1.000.000"
2014-02-02 02:59:23,-1.3153,126.2834,42.15,5.1,"115km ENE of Dofa, Indonesia",0,"None",0,"less than $100K"
2014-02-02 08:57:09,-15.9087,-74.0208,43.97,5.1,"82km SE of Acari, Peru",3,"100-1000 people",2,"more than $1.000.000"
2014-02-02 09:26:37,-32.9076,-177.8806,44.26,6.5,"189km SSE of L'Esperance Rock, New Zealand",0,"None",2,"more than $1.000.000"
2014-02-02 14:26:45,26.5886,57.7412,10.0,5.3,"90km SE of Minab, Iran",0,"None",3,"more than $100.000.000"
2014-02-02 18:12:02,-33.6982,-178.1373,35.0,5.1,"261km SSE of L'Esperance Rock, New Zealand",0,"None",0,"less than $100K"
2014-02-02 18:51:09,20.2386,120.2616,10.0,5.2,"168km W of Sabtang, Philippines",0,"None",0,"less than $100K"
2014-02-02 23:44:01,12.2849,95.0592,34.18,5.2,"260km ENE of Port Blair, India",2,"10-100 people",2,"more than $1.000.000"
2014-02-03 03:08:46,38.2637,20.3897,5.0,6.0,"7km NNW of Lixourion, Greece",1,"1-10 people",3,"more than $100.000.000"
2014-02-03 04:25:59,-4.8976,153.7404,109.0,5.6,"91km ESE of Taron, Papua New Guinea",1,"1-10 people",2,"more than $1.000.000"
2014-02-04 06:55:44,-18.051,-175.3011,196.31,5.0,"154km WNW of Neiafu, Tonga",2,"10-100 people",0,"less than $100K"
2014-02-04 18:49:15,13.3607,144.1285,121.0,5.2,"57km W of Agat Village, Guam",0,"None",1,"more than $100.000"
2014-02-04 20:19:02,-1.9271,152.1388,10.68,5.1,"165km ENE of Kavieng, Papua New Guinea",1,"1-10 people",0,"less than $100K"
2014-02-05 11:51:05,-21.377,-69.517,39.6,5.0,"105km NE of Tocopilla, Chile",1,"1-10 people",1,"more than $100.000"
2014-02-05 15:04:04,-21.2356,-174.1889,10.0,5.3,"79km E of `Ohonua, Tonga",1,"1-10 people",3,"more than $100.000.000"
2014-02-05 17:32:14,38.6854,142.3634,48.51,5.3,"70km SE of Ofunato, Japan",0,"None",0,"less than $100K"
2014-02-05 22:53:05,-20.3954,169.2569,48.18,5.5,"93km S of Isangel, Vanuatu",2,"10-100 people",0,"less than $100K"
2014-02-06 05:47:02,-11.5493,166.4025,50.23,5.5,"111km SE of Lata, Solomon Islands",0,"None",1,"more than $100.000"
2014-02-06 08:27:31,-21.8979,-177.887,366.84,5.0,"161km SSE of Ndoi Island, Fiji",0,"None",0,"less than $100K"
2014-02-06 11:32:27,24.807,125.3325,43.03,5.0,"5km E of Hirara, Japan",1,"1-10 people",3,"more than $100.000.000"
2014-02-06 20:29:08,-6.6239,129.077,205.18,5.1,"287km WNW of Saumlaki, Indonesia",1,"1-10 people",1,"more than $100.000"
2014-02-07 08:40:13,-15.0691,167.3721,122.0,6.5,"34km E of Port-Olry, Vanuatu",0,"None",2,"more than $1.000.000"
2014-02-07 16:56:39,-30.4831,-177.8887,10.0,5.0,"134km S of Raoul Island, New Zealand",2,"10-100 people",2,"more than $1.000.000"
2014-02-07 17:18:34,37.5618,141.3625,61.98,5.2,"33km ENE of Namie, Japan",0,"None",1,"more than $100.000"
2014-02-07 20:37:10,6.6913,-72.9584,159.12,5.2,"6km E of Aratoca, Colombia",2,"10-100 people",0,"less than $100K"
2014-02-08 02:34:23,37.0868,141.1201,51.78,5.0,"21km E of Iwaki, Japan",0,"None",1,"more than $100.000"
2014-02-08 05:40:13,-9.6785,159.6647,40.92,5.1,"41km SW of Honiara, Solomon Islands",2,"10-100 people",3,"more than $100.000.000"
2014-02-09 14:56:39,-5.9651,154.435,41.8,6.0,"122km WNW of Panguna, Papua New Guinea",0,"None",2,"more than $1.000.000"
2014-02-09 17:53:00,-15.0592,-71.9232,108.22,5.0,"50km ENE of Orcopampa, Peru",1,"1-10 people",0,"less than $100K"
2014-02-10 04:13:44,-38.4428,-73.1942,38.03,5.0,"28km N of Carahue, Chile",1,"1-10 people",0,"less than $100K"
2014-02-10 09:38:04,39.6171,143.5251,30.58,5.0,"135km E of Miyako, Japan",3,"100-1000 people",2,"more than $1.000.000"
2014-02-10 11:00:10,-22.174,-68.757,104.5,5.2,"37km NNE of Calama, Chile",2,"10-100 people",0,"less than $100K"
2014-02-10 12:06:47,40.288,48.8033,64.66,5.4,"21km N of Mughan, Azerbaijan",0,"None",0,"less than $100K"
2014-02-10 13:15:08,-21.2044,-174.1691,10.0,5.0,"82km E of `Ohonua, Tonga",3,"100-1000 people",1,"more than $100.000"
2014-02-10 18:06:17,-8.2076,124.5284,18.6,5.5,"107km NNW of Atambua, Indonesia",2,"10-100 people",2,"more than $1.000.000"
2014-02-10 19:14:39,34.1564,139.9465,93.59,5.3,"92km S of Tateyama, Japan",0,"None",0,"less than $100K"
2014-02-11 01:15:26,33.8784,89.2216,10.0,5.2,"242km NNW of Pubu, China",1,"1-10 people",1,"more than $100.000"
2014-02-11 02:14:55,35.9947,82.487,10.0,5.2,"259km ESE of Hotan, China",0,"None",0,"less than $100K"
2014-02-11 10:16:57,-6.1784,130.8135,72.04,5.0,"203km NNW of Saumlaki, Indonesia",1,"1-10 people",2,"more than $1.000.000"
2014-02-12 00:09:37,-15.037,167.3349,120.91,5.2,"30km E of Port-Olry, Vanuatu",0,"None",0,"less than $100K"
2014-02-12 09:19:49,35.9053,82.5864,10.0,6.9,"272km ESE of Hotan, China",0,"None",2,"more than $1.000.000"
2014-02-12 09:24:43,35.8221,82.4667,10.0,5.7,"268km ESE of Hotan, China",0,"None",1,"more than $100.000"
2014-02-12 11:43:10,-22.354,-68.813,99.9,5.6,"17km NE of Calama, Chile",1,"1-10 people",0,"less than $100K"
2014-02-12 13:35:23,-34.7482,-71.6173,44.88,5.2,"26km WSW of Santa Cruz, Chile",1,"1-10 people",1,"more than $100.000"
2014-02-12 19:22:52,-20.6722,169.8817,10.0,5.5,"139km SSE of Isangel, Vanuatu",1,"1-10 people",0,"less than $100K"
2014-02-12 19:22:53,-20.6254,169.8532,12.34,5.6,"133km SSE of Isangel, Vanuatu",0,"None",0,"less than $100K"
2014-02-13 15:41:08,-6.1315,133.3882,43.15,5.0,"87km SE of Tual, Indonesia",1,"1-10 people",1,"more than $100.000"
2014-02-15 07:31:19,38.3001,20.3902,25.28,5.0,"11km NNW of Lixourion, Greece",0,"None",0,"less than $100K"
2014-02-16 14:22:05,-6.9446,146.84,86.37,5.1,"29km SSW of Lae, Papua New Guinea",0,"None",2,"more than $1.000.000"
2014-02-17 00:34:34,-31.712,-71.802,32.4,5.1,"61km W of Illapel, Chile",2,"10-100 people",1,"more than $100.000"
2014-02-17 01:06:04,-30.0907,-177.782,34.25,5.4,"92km S of Raoul Island, New Zealand",3,"100-1000 people",1,"more than $100.000"
2014-02-17 05:27:36,-22.38,-174.9389,6.0,5.4,"115km S of `Ohonua, Tonga",0,"None",0,"less than $100K"
2014-02-17 05:55:59,18.5285,120.4305,20.23,5.5,"16km WNW of Davila, Philippines",0,"None",2,"more than $1.000.000"
2014-02-17 09:41:36,6.5373,-71.6995,42.86,5.4,"9km NNE of Tame, Colombia",0,"None",3,"more than $100.000.000"
2014-02-17 13:59:38,53.5342,-163.579,28.69,5.0,"146km S of False Pass, Alaska",2,"10-100 people",0,"less than $100K"
2014-02-18 03:34:12,1.7545,122.8831,43.29,5.3,"102km NNW of Boroko, Indonesia",0,"None",0,"less than $100K"
2014-02-18 09:27:13,14.6682,-58.9272,14.83,6.5,"172km NNE of Bathsheba, Barbados",2,"10-100 people",2,"more than $1.000.000"
2014-02-18 10:12:15,-4.9229,153.7758,112.21,5.8,"96km ESE of Taron, Papua New Guinea",0,"None",0,"less than $100K"
2014-02-18 12:35:57,18.1504,119.8445,19.05,5.0,"68km W of Callaguip, Philippines",1,"1-10 people",3,"more than $100.000.000"
2014-02-18 14:16:18,-5.6415,148.2415,50.67,5.0,"114km NNE of Finschhafen, Papua New Guinea",3,"100-1000 people",1,"more than $100.000"
2014-02-18 16:15:38,-5.2691,152.1584,52.63,5.1,"102km S of Kokopo, Papua New Guinea",3,"100-1000 people",0,"less than $100K"
2014-02-18 23:35:58,-14.1648,-75.5997,57.04,5.9,"12km ENE of Santiago, Peru",1,"1-10 people",2,"more than $1.000.000"
2014-02-19 11:10:12,9.6143,-69.667,10.0,5.3,"15km S of Sanare, Venezuela",3,"100-1000 people",0,"less than $100K"
2014-02-19 12:49:06,52.1879,143.4644,15.16,5.1,"44km NNE of Nogliki, Russia",2,"10-100 people",0,"less than $100K"
2014-02-20 05:18:22,-32.3045,-178.8149,35.01,5.2,"96km S of L'Esperance Rock, New Zealand",1,"1-10 people",1,"more than $100.000"
2014-02-21 17:51:42,-30.5835,-177.9767,50.8,5.0,"129km NE of L'Esperance Rock, New Zealand",0,"None",0,"less than $100K"
2014-02-22 17:27:59,1.0765,97.2362,28.02,5.1,"182km SSE of Sinabang, Indonesia",0,"None",3,"more than $100.000.000"
2014-02-22 17:29:48,1.2069,97.2622,12.46,5.3,"171km SE of Sinabang, Indonesia",0,"None",3,"more than $100.000.000"
2014-02-23 04:54:18,43.5079,147.7687,19.59,5.3,"90km ESE of Shikotan, Russia",0,"None",1,"more than $100.000"
2014-02-23 15:06:51,-1.1017,120.2018,20.0,5.3,"43km ESE of Palu, Indonesia",0,"None",0,"less than $100K"
2014-02-23 19:43:37,-5.8801,147.7919,129.13,5.1,"80km N of Finschhafen, Papua New Guinea",0,"None",1,"more than $100.000"
2014-02-23 21:21:15,-9.8174,117.9568,33.74,5.0,"113km S of Pisangkemeng, Indonesia",0,"None",0,"less than $100K"
2014-02-24 21:56:01,0.5614,126.193,30.38,5.3,"132km W of Kota Ternate, Indonesia",0,"None",1,"more than $100.000"
2014-02-25 01:49:04,0.6015,120.5041,89.29,5.0,"20km S of Tinabogan, Indonesia",0,"None",2,"more than $1.000.000"
2014-02-25 04:42:39,-0.344,125.1555,62.83,5.0,"144km SE of Modayag, Indonesia",3,"100-1000 people",0,"less than $100K"
2014-02-26 21:13:40,53.6047,-171.821,265.0,6.1,"129km NNW of Amukta Island, Alaska",3,"100-1000 people",2,"more than $1.000.000"
2014-02-28 02:28:36,20.1818,120.3231,9.98,5.0,"162km W of Sabtang, Philippines",0,"None",0,"less than $100K"
2014-02-28 05:50:39,7.3016,94.2594,102.47,5.1,"127km SE of Mohean, India",2,"10-100 people",0,"less than $100K"
2014-02-28 19:41:15,-28.415,-176.7167,9.03,5.1,"149km NE of Raoul Island, New Zealand",0,"None",0,"less than $100K"
2014-03-02 08:50:02,0.2282,126.2677,26.3,5.0,"136km WSW of Kota Ternate, Indonesia",0,"None",2,"more than $1.000.000"
2014-03-02 09:37:54,12.5559,-87.6879,60.0,6.2,"33km SW of Jiquilillo, Nicaragua",3,"100-1000 people",2,"more than $1.000.000"
2014-03-02 09:41:23,12.4187,-87.815,71.82,5.0,"53km SW of Jiquilillo, Nicaragua",0,"None",0,"less than $100K"
2014-03-02 10:12:21,-45.6934,-76.547,10.0,5.2,"292km W of Puerto Chacabuco, Chile",0,"None",3,"more than $100.000.000"
2014-03-02 11:14:39,-45.7672,-76.5984,10.0,5.3,"296km W of Puerto Chacabuco, Chile",3,"100-1000 people",0,"less than $100K"
2014-03-02 15:42:01,-21.2629,-174.0783,10.0,5.3,"90km E of `Ohonua, Tonga",1,"1-10 people",0,"less than $100K"
2014-03-02 17:03:41,-45.7209,-76.609,10.0,5.4,"297km W of Puerto Chacabuco, Chile",2,"10-100 people",2,"more than $1.000.000"
2014-03-02 19:38:56,-6.2859,154.8444,45.0,5.8,"70km W of Panguna, Papua New Guinea",0,"None",0,"less than $100K"
2014-03-02 20:11:23,27.4312,127.3674,119.0,6.5,"111km NNW of Nago, Japan",0,"None",3,"more than $100.000.000"
2014-03-02 22:17:14,14.1833,-93.1535,18.47,6.0,"98km SW of Puerto Madero, Mexico",4,"1000-10000 people",3,"more than $100.000.000"
2014-03-02 22:26:07,14.18,-93.23,10.0,5.1,"105km SW of Puerto Madero, Mexico",1,"1-10 people",1,"more than $100.000"
2014-03-03 02:27:30,26.2886,127.3545,58.48,5.2,"33km WNW of Naha-shi, Japan",0,"None",0,"less than $100K"
2014-03-03 03:17:47,-33.056,-71.94,31.7,5.1,"29km W of Valparaiso, Chile",1,"1-10 people",0,"less than $100K"
2014-03-03 16:10:41,-17.8087,-178.6694,565.35,5.1,"258km SE of Lambasa, Fiji",0,"None",0,"less than $100K"
2014-03-04 05:49:06,30.8282,141.0478,54.55,5.0,"276km SSE of Hachijo-jima, Japan",2,"10-100 people",2,"more than $1.000.000"
2014-03-04 10:51:15,-33.6046,-71.957,20.0,5.7,"31km W of San Antonio, Chile",2,"10-100 people",2,"more than $1.000.000"
2014-03-04 10:56:34,-33.63,-71.895,18.5,5.1,"25km W of San Antonio, Chile",2,"10-100 people",1,"more than $100.000"
2014-03-05 09:56:57,-14.7378,169.8234,638.0,6.3,"262km ESE of Sola, Vanuatu",0,"None",2,"more than $1.000.000"
2014-03-05 17:34:19,-14.7947,167.2548,109.6,5.6,"35km NE of Port-Olry, Vanuatu",1,"1-10 people",2,"more than $1.000.000"
2014-03-05 22:27:06,-5.7523,154.1211,33.0,5.6,"163km WNW of Panguna, Papua New Guinea",2,"10-100 people",0,"less than $100K"
2014-03-06 03:24:19,51.8006,176.1379,43.75,5.0,"63km SSE of Buldir Island, Alaska",0,"None",0,"less than $100K"
2014-03-06 04:37:05,-33.333,-71.28,59.7,5.3,"33km SSE of Villa Alemana, Chile",0,"None",0,"less than $100K"
2014-03-06 05:42:37,18.5747,145.5627,209.96,5.3,"23km SSW of Agrihan, Northern Mariana Islands",1,"1-10 people",2,"more than $1.000.000"
2014-03-06 10:23:59,-7.6378,117.1287,299.24,5.1,"85km N of Utan, Indonesia",2,"10-100 people",0,"less than $100K"
2014-03-06 14:31:44,-21.4431,-178.8219,548.25,5.0,"88km S of Ndoi Island, Fiji",3,"100-1000 people",1,"more than $100.000"
2014-03-06 23:47:01,-60.7149,-27.0384,10.0,5.1,"189km S of Bristol Island, South Sandwich Islands",1,"1-10 people",1,"more than $100.000"
2014-03-07 05:17:28,-6.2671,151.0521,31.35,5.0,"128km SE of Kimbe, Papua New Guinea",1,"1-10 people",2,"more than $1.000.000"
2014-03-07 05:57:50,-15.5697,-177.2789,11.7,5.4,"169km SE of Sigave, Wallis and Futuna",0,"None",0,"less than $100K"
2014-03-07 10:04:52,-28.152,-176.6437,27.0,5.7,"174km NE of Raoul Island, New Zealand",0,"None",3,"more than $100.000.000"
2014-03-07 13:22:08,-27.9962,-176.7939,10.0,5.0,"177km NE of Raoul Island, New Zealand",0,"None",1,"more than $100.000"
2014-03-07 16:14:53,-4.556,103.8116,117.79,5.3,"53km N of Kuripan, Indonesia",0,"None",2,"more than $1.000.000"
2014-03-07 21:23:22,-6.2815,147.8283,43.35,5.1,"35km N of Finschhafen, Papua New Guinea",1,"1-10 people",2,"more than $1.000.000"
2014-03-08 03:37:52,-4.2194,133.6963,9.96,5.2,"180km NNW of Dobo, Indonesia",1,"1-10 people",0,"less than $100K"
2014-03-08 18:56:53,0.3099,126.2086,5.89,5.2,"139km WSW of Kota Ternate, Indonesia",0,"None",1,"more than $100.000"
2014-03-08 20:56:55,-10.274,161.3982,76.93,5.3,"60km WNW of Kirakira, Solomon Islands",1,"1-10 people",3,"more than $100.000.000"
2014-03-09 12:16:34,-5.5474,147.6307,243.89,5.0,"119km NNW of Finschhafen, Papua New Guinea",1,"1-10 people",2,"more than $1.000.000"
2014-03-09 13:42:18,-8.8939,113.0771,78.97,5.3,"62km SSE of Pujiharjo, Indonesia",0,"None",1,"more than $100.000"
2014-03-09 16:12:15,-15.2035,-175.6551,332.03,5.1,"219km SSE of Mata-Utu, Wallis and Futuna",3,"100-1000 people",0,"less than $100K"
2014-03-09 20:29:52,1.6575,-79.3537,6.0,5.6,"61km WSW of Tumaco, Colombia",0,"None",0,"less than $100K"
2014-03-10 00:38:15,16.0414,-98.3358,8.41,5.8,"45km SW of Santiago Pinotepa Nacional, Mexico",0,"None",0,"less than $100K"
2014-03-10 05:18:13,40.8287,-125.1338,16.6,6.8,"78km WNW of Ferndale, California",3,"100-1000 people",2,"more than $1.000.000"
2014-03-10 13:28:21,-14.4761,167.4345,196.03,5.1,"66km S of Sola, Vanuatu",3,"100-1000 people",2,"more than $1.000.000"
2014-03-10 17:31:31,-6.9663,129.8413,120.63,5.0,"195km NW of Saumlaki, Indonesia",0,"None",0,"less than $100K"
2014-03-10 17:33:29,-5.4804,147.9554,260.0,5.9,"124km N of Finschhafen, Papua New Guinea",0,"None",2,"more than $1.000.000"
